response,QualtricsID,overall_pleasantness,trial_id,invalid_trial
R_3dcu8kRTkXoyoip,Q249_1,92.0,4_105_O,
R_11hm6t4X5BgCJer,Q249_1,86.0,4_105_O,
R_1466hO0Z03hgUhq,Q249_1,32.0,4_105_O,
R_7TYziOVIPnw7Tt7,Q249_1,16.0,4_105_O,
R_3QgBlGFmAXQOOYo,Q249_1,19.0,4_105_O,
R_5exvTvnYGQxYHmk,Q249_1,60.0,4_105_O,
R_6qiVb9WslcV95D3,Q249_1,56.0,4_105_O,
R_3CkdS2pAdeypu10,Q249_1,83.0,4_105_O,
R_7rHfkVNs7QHbLag,Q249_1,40.0,4_105_O,
R_1CCTScrn2uMkLvQ,Q249_1,79.0,4_105_O,
R_3lzeKfKWfV13bsI,Q249_1,39.0,4_105_O,
R_7q3oA2eiv1mVVXV,Q249_1,24.0,4_105_O,
R_3VvBfjYi2GDlIIN,Q249_1,43.0,4_105_O,
R_6QopCGKzit4HLkS,Q249_1,0.0,4_105_O,
R_3ZUuSnuIJLb5zgZ,Q249_1,38.0,4_105_O,
R_72zc1kJ2g5kjTOH,Q249_1,11.0,4_105_O,
R_73llbEZEiEOM6dM,Q249_1,44.0,4_105_O,
R_5xIPzVntMqAeUQ9,Q249_1,80.0,4_105_O,
R_5GePeLf7FEDRdre,Q249_1,66.0,4_105_O,
R_6lIRnXl5iQUgYpj,Q249_1,19.0,4_105_O,
R_3jpqjgXjaRUGHCx,Q249_1,49.0,4_105_O,
R_5By4YMKhNg17YVn,Q249_1,100.0,4_105_O,
R_6H2jlOOKQy6Bdux,Q249_1,0.0,4_105_O,
R_1NERt9E2i9XZDVC,Q249_1,94.0,4_105_O,
R_3CNngBqSh8JZci4,Q249_1,54.0,4_105_O,
R_1rrqhIVOa2CidYB,Q249_1,0.0,4_105_O,
R_17sqFUGKskSfCfu,Q249_1,46.0,4_105_O,
R_1JOYHQs6EmxyUbv,Q249_1,46.0,4_105_O,
R_5COrRguDcQhsanw,Q249_1,87.0,4_105_O,
R_5nyjrWnBQAAly1P,Q249_1,35.0,4_105_O,
R_3N2GrWz9K9xZojW,Q249_1,-27.0,4_105_O,
R_5dW9uuSSmK2iAff,Q249_1,-13.0,4_105_O,
R_1cTk4JpFTveIkoz,Q249_1,37.0,4_105_O,
R_6UW0Lrs0Xg0m5PN,Q249_1,90.0,4_105_O,
R_3egcrtAzyscZ7O6,Q249_1,17.0,4_105_O,
R_3tFLQZzQgMqNqW5,Q249_1,51.0,4_105_O,
R_3uGD1JnZB7R76et,Q249_1,100.0,4_105_O,
R_5EuWWZqyvedjNXe,Q249_1,79.0,4_105_O,
R_1lLczv84whbk80U,Q249_1,25.0,4_105_O,
R_7GVaCAP5l7A7DJD,Q249_1,64.0,4_105_O,
R_1Id5qj62HUwiyBm,Q249_1,11.0,4_105_O,
R_1dsJS0UUWqDvId3,Q249_1,27.0,4_105_O,
R_5hQ2E2VT84LrZSf,Q249_1,-28.0,4_105_O,
R_39bn3d5gFOxzYMr,Q249_1,-100.0,4_105_O,
R_3qoYnwai4eDTGkp,Q249_1,24.0,4_105_O,
R_5QFSUrEAbuWXQZ3,Q249_1,55.0,4_105_O,
R_342jRMCUa8BrKAF,Q249_1,67.0,4_105_O,
R_3EgstgVxibvqfeh,Q249_1,47.0,4_105_O,
R_6gz8jeGkaIWjWUh,Q249_1,-82.0,4_105_O,
R_6efcBElj6FCvBmV,Q253_1,73.0,4_105_S,
R_75rcpr2IJ8FQlt7,Q253_1,31.0,4_105_S,
R_6ONTIhMg73HcsJO,Q253_1,51.0,4_105_S,
R_7PLFHJcP1sCHknL,Q253_1,36.0,4_105_S,
R_5QgKsFptfykYF2a,Q253_1,42.0,4_105_S,
R_3rBtmvEFGlA2euY,Q253_1,49.0,4_105_S,
R_5el6gvrcCYCt9gm,Q253_1,55.0,4_105_S,
R_1cS00YwPv0qYkwf,Q253_1,42.0,4_105_S,
R_6CPHrtuj7SP8UUC,Q253_1,-13.0,4_105_S,
R_5BQMO4HCVitDKDr,Q253_1,31.0,4_105_S,
R_7D5CyBlRpKaBWlr,Q253_1,24.0,4_105_S,
R_3FSbLaIbYu79r78,Q253_1,25.0,4_105_S,
R_3TiyiRowq9eTX8J,Q253_1,14.0,4_105_S,
R_6anxUAYCOl9WRmc,Q253_1,-74.0,4_105_S,
R_5e50bw1UZocht0y,Q253_1,73.0,4_105_S,
R_3G3Y6hfZSzdgBIk,Q253_1,100.0,4_105_S,
R_5HSUjAwXWAqyfxD,Q253_1,34.0,4_105_S,
R_53uQeWN39gLkXLP,Q253_1,-47.0,4_105_S,
R_1FQflkMldupaWLW,Q253_1,13.0,4_105_S,
R_6ZNxkJ8czyVt7E1,Q253_1,48.0,4_105_S,
R_322x31PwAj0M5GN,Q253_1,71.0,4_105_S,
R_7wp3WmD3UFSKp9M,Q253_1,-11.0,4_105_S,
R_62Rs0EUUEsYnwXI,Q253_1,34.0,4_105_S,
R_1TxCWzBLCRYWFYl,Q253_1,22.0,4_105_S,
R_7rwXPXtG1YFPvVJ,Q253_1,12.0,4_105_S,
R_7TuVgZfkHx9dFMD,Q253_1,82.0,4_105_S,
R_3np9puN9JlT7IH3,Q253_1,-26.0,4_105_S,
R_36lHnpb15HnFYdh,Q253_1,75.0,4_105_S,
R_3nj2UiAJ34Y31tv,Q253_1,51.0,4_105_S,
R_71gVwQQYAqAD4GH,Q253_1,17.0,4_105_S,
R_7ajSdUpZgksrXjz,Q253_1,11.0,4_105_S,
R_1cnhbMhuECa9fX5,Q253_1,23.0,4_105_S,
R_7Lu4QIq3X8HK6A4,Q253_1,53.0,4_105_S,
R_57mv6qMHJatnktk,Q253_1,30.0,4_105_S,
R_7UgTFkj1C6rNo5k,Q253_1,-32.0,4_105_S,
R_1urpkmCQGSL8bZA,Q253_1,26.0,4_105_S,
R_7qW0qJgzLWxGmIp,Q253_1,54.0,4_105_S,
R_54vZUwQFpC5yYnU,Q253_1,64.0,4_105_S,
R_5sShiW4FtJ2iJft,Q253_1,-100.0,4_105_S,
R_11hm6t4X5BgCJer,Q253_1,84.0,4_105_S,
R_1466hO0Z03hgUhq,Q253_1,100.0,4_105_S,
R_7TYziOVIPnw7Tt7,Q253_1,91.0,4_105_S,
R_3QgBlGFmAXQOOYo,Q253_1,40.0,4_105_S,
R_5exvTvnYGQxYHmk,Q253_1,17.0,4_105_S,
R_6qiVb9WslcV95D3,Q253_1,44.0,4_105_S,
R_3CkdS2pAdeypu10,Q253_1,-13.0,4_105_S,
R_7rHfkVNs7QHbLag,Q253_1,72.0,4_105_S,
R_1CCTScrn2uMkLvQ,Q253_1,39.0,4_105_S,
R_3lzeKfKWfV13bsI,Q253_1,-43.0,4_105_S,
R_7q3oA2eiv1mVVXV,Q253_1,2.0,4_105_S,
R_3VvBfjYi2GDlIIN,Q253_1,55.0,4_105_S,
R_6QopCGKzit4HLkS,Q253_1,0.0,4_105_S,
R_3ZUuSnuIJLb5zgZ,Q253_1,-6.0,4_105_S,
R_72zc1kJ2g5kjTOH,Q253_1,58.0,4_105_S,
R_73llbEZEiEOM6dM,Q253_1,57.0,4_105_S,
R_5xIPzVntMqAeUQ9,Q253_1,9.0,4_105_S,
R_5GePeLf7FEDRdre,Q253_1,99.0,4_105_S,
R_6lIRnXl5iQUgYpj,Q253_1,11.0,4_105_S,
R_3jpqjgXjaRUGHCx,Q253_1,-10.0,4_105_S,
R_5By4YMKhNg17YVn,Q253_1,6.0,4_105_S,
R_1NERt9E2i9XZDVC,Q253_1,46.0,4_105_S,
R_3CNngBqSh8JZci4,Q253_1,36.0,4_105_S,
R_1rrqhIVOa2CidYB,Q253_1,20.0,4_105_S,
R_17sqFUGKskSfCfu,Q253_1,35.0,4_105_S,
R_1JOYHQs6EmxyUbv,Q253_1,51.0,4_105_S,
R_5COrRguDcQhsanw,Q253_1,80.0,4_105_S,
R_5nyjrWnBQAAly1P,Q253_1,18.0,4_105_S,
R_3N2GrWz9K9xZojW,Q253_1,6.0,4_105_S,
R_5dW9uuSSmK2iAff,Q253_1,27.0,4_105_S,
R_1cTk4JpFTveIkoz,Q253_1,57.0,4_105_S,
R_6UW0Lrs0Xg0m5PN,Q253_1,88.0,4_105_S,
R_3egcrtAzyscZ7O6,Q253_1,8.0,4_105_S,
R_3tFLQZzQgMqNqW5,Q253_1,56.0,4_105_S,
R_3uGD1JnZB7R76et,Q253_1,85.0,4_105_S,
R_5EuWWZqyvedjNXe,Q253_1,65.0,4_105_S,
R_7reWf8VM9JvZi6J,Q253_1,87.0,4_105_S,
R_1lLczv84whbk80U,Q253_1,61.0,4_105_S,
R_7GVaCAP5l7A7DJD,Q253_1,23.0,4_105_S,
R_1Id5qj62HUwiyBm,Q253_1,8.0,4_105_S,
R_1dsJS0UUWqDvId3,Q253_1,6.0,4_105_S,
R_5hQ2E2VT84LrZSf,Q253_1,-23.0,4_105_S,
R_39bn3d5gFOxzYMr,Q253_1,67.0,4_105_S,
R_3qoYnwai4eDTGkp,Q253_1,40.0,4_105_S,
R_5QFSUrEAbuWXQZ3,Q253_1,73.0,4_105_S,
R_342jRMCUa8BrKAF,Q253_1,29.0,4_105_S,
R_3EgstgVxibvqfeh,Q253_1,18.0,4_105_S,
R_6gz8jeGkaIWjWUh,Q253_1,56.0,4_105_S,
R_5KURmxv0WlJEAPn,Q253_1,-18.0,4_105_S,
R_7Fg1XuwBBdNO5lH,Q261_1,-44.0,4_31_S,
R_6efcBElj6FCvBmV,Q261_1,21.0,4_31_S,
R_75rcpr2IJ8FQlt7,Q261_1,5.0,4_31_S,
R_6ONTIhMg73HcsJO,Q261_1,18.0,4_31_S,
R_7PLFHJcP1sCHknL,Q261_1,42.0,4_31_S,
R_5QgKsFptfykYF2a,Q261_1,31.0,4_31_S,
R_3rBtmvEFGlA2euY,Q261_1,83.0,4_31_S,
R_7YYzxAhoTh0JzDz,Q261_1,36.0,4_31_S,
R_5el6gvrcCYCt9gm,Q261_1,39.0,4_31_S,
R_1cS00YwPv0qYkwf,Q261_1,7.0,4_31_S,
R_6CPHrtuj7SP8UUC,Q261_1,90.0,4_31_S,
R_5BQMO4HCVitDKDr,Q261_1,91.0,4_31_S,
R_7D5CyBlRpKaBWlr,Q261_1,19.0,4_31_S,
R_3FSbLaIbYu79r78,Q261_1,-10.0,4_31_S,
R_3TiyiRowq9eTX8J,Q261_1,15.0,4_31_S,
R_6anxUAYCOl9WRmc,Q261_1,-16.0,4_31_S,
R_5e50bw1UZocht0y,Q261_1,-100.0,4_31_S,
R_3G3Y6hfZSzdgBIk,Q261_1,-17.0,4_31_S,
R_5HSUjAwXWAqyfxD,Q261_1,25.0,4_31_S,
R_3mqn53rHOjfcngB,Q261_1,18.0,4_31_S,
R_1FQflkMldupaWLW,Q261_1,7.0,4_31_S,
R_6ZNxkJ8czyVt7E1,Q261_1,29.0,4_31_S,
R_322x31PwAj0M5GN,Q261_1,-16.0,4_31_S,
R_7wp3WmD3UFSKp9M,Q261_1,-36.0,4_31_S,
R_62Rs0EUUEsYnwXI,Q261_1,70.0,4_31_S,
R_1TxCWzBLCRYWFYl,Q261_1,67.0,4_31_S,
R_7CeVJiseeSsgCh6,Q261_1,48.0,4_31_S,
R_7rwXPXtG1YFPvVJ,Q261_1,-5.0,4_31_S,
R_7TuVgZfkHx9dFMD,Q261_1,-79.0,4_31_S,
R_3np9puN9JlT7IH3,Q261_1,18.0,4_31_S,
R_36lHnpb15HnFYdh,Q261_1,23.0,4_31_S,
R_3nj2UiAJ34Y31tv,Q261_1,-26.0,4_31_S,
R_7ajSdUpZgksrXjz,Q261_1,55.0,4_31_S,
R_1cnhbMhuECa9fX5,Q261_1,2.0,4_31_S,
R_7Lu4QIq3X8HK6A4,Q261_1,-48.0,4_31_S,
R_7UgTFkj1C6rNo5k,Q261_1,23.0,4_31_S,
R_1urpkmCQGSL8bZA,Q261_1,100.0,4_31_S,
R_7qW0qJgzLWxGmIp,Q261_1,-43.0,4_31_S,
R_54vZUwQFpC5yYnU,Q261_1,40.0,4_31_S,
R_5sShiW4FtJ2iJft,Q261_1,-34.0,4_31_S,
R_5SB0CzqiyIP9IKk,Q261_1,28.0,4_31_S,
R_6pU0piaLpro8dYR,Q261_1,24.0,4_31_S,
R_11hm6t4X5BgCJer,Q261_1,22.0,4_31_S,
R_1466hO0Z03hgUhq,Q261_1,3.0,4_31_S,
R_3SlsEB84RFtsYaB,Q261_1,29.0,4_31_S,
R_7TYziOVIPnw7Tt7,Q261_1,63.0,4_31_S,
R_3QgBlGFmAXQOOYo,Q261_1,0.0,4_31_S,
R_5exvTvnYGQxYHmk,Q261_1,27.0,4_31_S,
R_6qiVb9WslcV95D3,Q261_1,-46.0,4_31_S,
R_3CkdS2pAdeypu10,Q261_1,-56.0,4_31_S,
R_7rHfkVNs7QHbLag,Q261_1,51.0,4_31_S,
R_1CCTScrn2uMkLvQ,Q261_1,81.0,4_31_S,
R_3lzeKfKWfV13bsI,Q261_1,20.0,4_31_S,
R_7q3oA2eiv1mVVXV,Q261_1,12.0,4_31_S,
R_3VvBfjYi2GDlIIN,Q261_1,83.0,4_31_S,
R_6QopCGKzit4HLkS,Q261_1,13.0,4_31_S,
R_3ZUuSnuIJLb5zgZ,Q261_1,-18.0,4_31_S,
R_72zc1kJ2g5kjTOH,Q261_1,-50.0,4_31_S,
R_73llbEZEiEOM6dM,Q261_1,8.0,4_31_S,
R_5xIPzVntMqAeUQ9,Q261_1,9.0,4_31_S,
R_5GePeLf7FEDRdre,Q261_1,-15.0,4_31_S,
R_6lIRnXl5iQUgYpj,Q261_1,21.0,4_31_S,
R_3jpqjgXjaRUGHCx,Q261_1,18.0,4_31_S,
R_5By4YMKhNg17YVn,Q261_1,-54.0,4_31_S,
R_7EF8PNVXUB7CZPz,Q261_1,26.0,4_31_S,
R_5ib6q2Swb0efZFF,Q261_1,47.0,4_31_S,
R_1NERt9E2i9XZDVC,Q261_1,75.0,4_31_S,
R_1rrqhIVOa2CidYB,Q261_1,0.0,4_31_S,
R_17sqFUGKskSfCfu,Q261_1,45.0,4_31_S,
R_1JOYHQs6EmxyUbv,Q261_1,-8.0,4_31_S,
R_5COrRguDcQhsanw,Q261_1,93.0,4_31_S,
R_5nyjrWnBQAAly1P,Q261_1,16.0,4_31_S,
R_3N2GrWz9K9xZojW,Q261_1,0.0,4_31_S,
R_5dW9uuSSmK2iAff,Q261_1,40.0,4_31_S,
R_1cTk4JpFTveIkoz,Q261_1,77.0,4_31_S,
R_6UW0Lrs0Xg0m5PN,Q261_1,48.0,4_31_S,
R_3egcrtAzyscZ7O6,Q261_1,13.0,4_31_S,
R_3uGD1JnZB7R76et,Q261_1,24.0,4_31_S,
R_5SJNGWdGzdz1Fdp,Q261_1,52.0,4_31_S,
R_1lLczv84whbk80U,Q261_1,49.0,4_31_S,
R_7GVaCAP5l7A7DJD,Q261_1,-20.0,4_31_S,
R_1Id5qj62HUwiyBm,Q261_1,0.0,4_31_S,
R_1dsJS0UUWqDvId3,Q261_1,28.0,4_31_S,
R_5hQ2E2VT84LrZSf,Q261_1,24.0,4_31_S,
R_39bn3d5gFOxzYMr,Q261_1,64.0,4_31_S,
R_3qoYnwai4eDTGkp,Q261_1,38.0,4_31_S,
R_5QFSUrEAbuWXQZ3,Q261_1,16.0,4_31_S,
R_342jRMCUa8BrKAF,Q261_1,-25.0,4_31_S,
R_3EgstgVxibvqfeh,Q261_1,18.0,4_31_S,
R_6gz8jeGkaIWjWUh,Q261_1,-35.0,4_31_S,
R_7Fg1XuwBBdNO5lH,Q265_1,11.0,4_35_O,
R_6efcBElj6FCvBmV,Q265_1,71.0,4_35_O,
R_75rcpr2IJ8FQlt7,Q265_1,-16.0,4_35_O,
R_6ONTIhMg73HcsJO,Q265_1,32.0,4_35_O,
R_7PLFHJcP1sCHknL,Q265_1,52.0,4_35_O,
R_5QgKsFptfykYF2a,Q265_1,25.0,4_35_O,
R_3rBtmvEFGlA2euY,Q265_1,0.0,4_35_O,
R_7YYzxAhoTh0JzDz,Q265_1,-16.0,4_35_O,
R_5el6gvrcCYCt9gm,Q265_1,25.0,4_35_O,
R_6CPHrtuj7SP8UUC,Q265_1,73.0,4_35_O,
R_5BQMO4HCVitDKDr,Q265_1,92.0,4_35_O,
R_7D5CyBlRpKaBWlr,Q265_1,-31.0,4_35_O,
R_3FSbLaIbYu79r78,Q265_1,-5.0,4_35_O,
R_3TiyiRowq9eTX8J,Q265_1,-23.0,4_35_O,
R_6anxUAYCOl9WRmc,Q265_1,-20.0,4_35_O,
R_5e50bw1UZocht0y,Q265_1,58.0,4_35_O,
R_5HSUjAwXWAqyfxD,Q265_1,69.0,4_35_O,
R_3mqn53rHOjfcngB,Q265_1,-62.0,4_35_O,
R_1FQflkMldupaWLW,Q265_1,-96.0,4_35_O,
R_6ZNxkJ8czyVt7E1,Q265_1,23.0,4_35_O,
R_322x31PwAj0M5GN,Q265_1,-66.0,4_35_O,
R_7wp3WmD3UFSKp9M,Q265_1,8.0,4_35_O,
R_62Rs0EUUEsYnwXI,Q265_1,63.0,4_35_O,
R_1TxCWzBLCRYWFYl,Q265_1,8.0,4_35_O,
R_7rwXPXtG1YFPvVJ,Q265_1,-31.0,4_35_O,
R_7TuVgZfkHx9dFMD,Q265_1,8.0,4_35_O,
R_3np9puN9JlT7IH3,Q265_1,-19.0,4_35_O,
R_36lHnpb15HnFYdh,Q265_1,31.0,4_35_O,
R_3GO2G8l7RjVyHoR,Q265_1,-10.0,4_35_O,
R_3nj2UiAJ34Y31tv,Q265_1,32.0,4_35_O,
R_71gVwQQYAqAD4GH,Q265_1,-49.0,4_35_O,
R_1cnhbMhuECa9fX5,Q265_1,18.0,4_35_O,
R_7Lu4QIq3X8HK6A4,Q265_1,60.0,4_35_O,
R_7UgTFkj1C6rNo5k,Q265_1,34.0,4_35_O,
R_1urpkmCQGSL8bZA,Q265_1,27.0,4_35_O,
R_7qW0qJgzLWxGmIp,Q265_1,27.0,4_35_O,
R_54vZUwQFpC5yYnU,Q265_1,26.0,4_35_O,
R_5SB0CzqiyIP9IKk,Q265_1,-4.0,4_35_O,
R_3dcu8kRTkXoyoip,Q265_1,59.0,4_35_O,
R_11hm6t4X5BgCJer,Q265_1,100.0,4_35_O,
R_3SlsEB84RFtsYaB,Q265_1,-27.0,4_35_O,
R_7TYziOVIPnw7Tt7,Q265_1,39.0,4_35_O,
R_3QgBlGFmAXQOOYo,Q265_1,68.0,4_35_O,
R_5exvTvnYGQxYHmk,Q265_1,47.0,4_35_O,
R_6qiVb9WslcV95D3,Q265_1,86.0,4_35_O,
R_3CkdS2pAdeypu10,Q265_1,-30.0,4_35_O,
R_7rHfkVNs7QHbLag,Q265_1,30.0,4_35_O,
R_1CCTScrn2uMkLvQ,Q265_1,-35.0,4_35_O,
R_3lzeKfKWfV13bsI,Q265_1,-39.0,4_35_O,
R_7q3oA2eiv1mVVXV,Q265_1,-19.0,4_35_O,
R_3VvBfjYi2GDlIIN,Q265_1,-37.0,4_35_O,
R_6QopCGKzit4HLkS,Q265_1,0.0,4_35_O,
R_3ZUuSnuIJLb5zgZ,Q265_1,-66.0,4_35_O,
R_72zc1kJ2g5kjTOH,Q265_1,30.0,4_35_O,
R_5xIPzVntMqAeUQ9,Q265_1,0.0,4_35_O,
R_5GePeLf7FEDRdre,Q265_1,83.0,4_35_O,
R_6lIRnXl5iQUgYpj,Q265_1,38.0,4_35_O,
R_3jpqjgXjaRUGHCx,Q265_1,35.0,4_35_O,
R_5By4YMKhNg17YVn,Q265_1,-13.0,4_35_O,
R_5ib6q2Swb0efZFF,Q265_1,94.0,4_35_O,
R_5RjPUCAz9Tjz4Co,Q265_1,51.0,4_35_O,
R_1NERt9E2i9XZDVC,Q265_1,40.0,4_35_O,
R_1rrqhIVOa2CidYB,Q265_1,-18.0,4_35_O,
R_17sqFUGKskSfCfu,Q265_1,23.0,4_35_O,
R_1JOYHQs6EmxyUbv,Q265_1,93.0,4_35_O,
R_5COrRguDcQhsanw,Q265_1,46.0,4_35_O,
R_5nyjrWnBQAAly1P,Q265_1,-37.0,4_35_O,
R_3N2GrWz9K9xZojW,Q265_1,-31.0,4_35_O,
R_5dW9uuSSmK2iAff,Q265_1,30.0,4_35_O,
R_3uFR5h8zXLFLHLb,Q265_1,-22.0,4_35_O,
R_1cTk4JpFTveIkoz,Q265_1,54.0,4_35_O,
R_6UW0Lrs0Xg0m5PN,Q265_1,85.0,4_35_O,
R_3egcrtAzyscZ7O6,Q265_1,13.0,4_35_O,
R_3tFLQZzQgMqNqW5,Q265_1,-13.0,4_35_O,
R_3uGD1JnZB7R76et,Q265_1,-13.0,4_35_O,
R_5SJNGWdGzdz1Fdp,Q265_1,-49.0,4_35_O,
R_5EuWWZqyvedjNXe,Q265_1,43.0,4_35_O,
R_7reWf8VM9JvZi6J,Q265_1,-69.0,4_35_O,
R_1lLczv84whbk80U,Q265_1,31.0,4_35_O,
R_7GVaCAP5l7A7DJD,Q265_1,66.0,4_35_O,
R_1Id5qj62HUwiyBm,Q265_1,50.0,4_35_O,
R_1zfiymtsGq0Wgsp,Q265_1,31.0,4_35_O,
R_1dsJS0UUWqDvId3,Q265_1,50.0,4_35_O,
R_5hQ2E2VT84LrZSf,Q265_1,27.0,4_35_O,
R_3qoYnwai4eDTGkp,Q265_1,39.0,4_35_O,
R_5QFSUrEAbuWXQZ3,Q265_1,13.0,4_35_O,
R_342jRMCUa8BrKAF,Q265_1,49.0,4_35_O,
R_3EgstgVxibvqfeh,Q265_1,42.0,4_35_O,
R_7Fg1XuwBBdNO5lH,Q165_1,-36.0,1_18_S,
R_6efcBElj6FCvBmV,Q165_1,-11.0,1_18_S,
R_75rcpr2IJ8FQlt7,Q165_1,-19.0,1_18_S,
R_6ONTIhMg73HcsJO,Q165_1,-39.0,1_18_S,
R_5QgKsFptfykYF2a,Q165_1,32.0,1_18_S,
R_3rBtmvEFGlA2euY,Q165_1,-41.0,1_18_S,
R_5el6gvrcCYCt9gm,Q165_1,17.0,1_18_S,
R_1cS00YwPv0qYkwf,Q165_1,24.0,1_18_S,
R_6CPHrtuj7SP8UUC,Q165_1,-15.0,1_18_S,
R_5BQMO4HCVitDKDr,Q165_1,35.0,1_18_S,
R_7D5CyBlRpKaBWlr,Q165_1,-95.0,1_18_S,
R_3FSbLaIbYu79r78,Q165_1,-25.0,1_18_S,
R_3TiyiRowq9eTX8J,Q165_1,-11.0,1_18_S,
R_5e50bw1UZocht0y,Q165_1,-77.0,1_18_S,
R_3G3Y6hfZSzdgBIk,Q165_1,-46.0,1_18_S,
R_53uQeWN39gLkXLP,Q165_1,100.0,1_18_S,
R_3mqn53rHOjfcngB,Q165_1,19.0,1_18_S,
R_1FQflkMldupaWLW,Q165_1,18.0,1_18_S,
R_6ZNxkJ8czyVt7E1,Q165_1,34.0,1_18_S,
R_322x31PwAj0M5GN,Q165_1,-57.0,1_18_S,
R_7wp3WmD3UFSKp9M,Q165_1,-12.0,1_18_S,
R_1TxCWzBLCRYWFYl,Q165_1,-89.0,1_18_S,
R_7TuVgZfkHx9dFMD,Q165_1,65.0,1_18_S,
R_3np9puN9JlT7IH3,Q165_1,13.0,1_18_S,
R_36lHnpb15HnFYdh,Q165_1,31.0,1_18_S,
R_3nj2UiAJ34Y31tv,Q165_1,-9.0,1_18_S,
R_7ajSdUpZgksrXjz,Q165_1,-20.0,1_18_S,
R_1cnhbMhuECa9fX5,Q165_1,20.0,1_18_S,
R_7Lu4QIq3X8HK6A4,Q165_1,40.0,1_18_S,
R_7UgTFkj1C6rNo5k,Q165_1,26.0,1_18_S,
R_7qW0qJgzLWxGmIp,Q165_1,-13.0,1_18_S,
R_54vZUwQFpC5yYnU,Q165_1,-24.0,1_18_S,
R_6pU0piaLpro8dYR,Q165_1,17.0,1_18_S,
R_11hm6t4X5BgCJer,Q165_1,31.0,1_18_S,
R_3SlsEB84RFtsYaB,Q165_1,23.0,1_18_S,
R_7TYziOVIPnw7Tt7,Q165_1,-39.0,1_18_S,
R_3QgBlGFmAXQOOYo,Q165_1,29.0,1_18_S,
R_5exvTvnYGQxYHmk,Q165_1,-36.0,1_18_S,
R_6qiVb9WslcV95D3,Q165_1,-60.0,1_18_S,
R_3CkdS2pAdeypu10,Q165_1,-19.0,1_18_S,
R_7rHfkVNs7QHbLag,Q165_1,47.0,1_18_S,
R_1CCTScrn2uMkLvQ,Q165_1,26.0,1_18_S,
R_3lzeKfKWfV13bsI,Q165_1,-16.0,1_18_S,
R_7q3oA2eiv1mVVXV,Q165_1,-60.0,1_18_S,
R_3VvBfjYi2GDlIIN,Q165_1,0.0,1_18_S,
R_6QopCGKzit4HLkS,Q165_1,0.0,1_18_S,
R_3ZUuSnuIJLb5zgZ,Q165_1,0.0,1_18_S,
R_72zc1kJ2g5kjTOH,Q165_1,-26.0,1_18_S,
R_73llbEZEiEOM6dM,Q165_1,18.0,1_18_S,
R_5xIPzVntMqAeUQ9,Q165_1,-4.0,1_18_S,
R_5GePeLf7FEDRdre,Q165_1,14.0,1_18_S,
R_6lIRnXl5iQUgYpj,Q165_1,-38.0,1_18_S,
R_3jpqjgXjaRUGHCx,Q165_1,12.0,1_18_S,
R_5By4YMKhNg17YVn,Q165_1,-53.0,1_18_S,
R_5ib6q2Swb0efZFF,Q165_1,-22.0,1_18_S,
R_5RjPUCAz9Tjz4Co,Q165_1,45.0,1_18_S,
R_1NERt9E2i9XZDVC,Q165_1,-37.0,1_18_S,
R_1rrqhIVOa2CidYB,Q165_1,0.0,1_18_S,
R_17sqFUGKskSfCfu,Q165_1,-15.0,1_18_S,
R_1JOYHQs6EmxyUbv,Q165_1,31.0,1_18_S,
R_5COrRguDcQhsanw,Q165_1,70.0,1_18_S,
R_5nyjrWnBQAAly1P,Q165_1,-38.0,1_18_S,
R_3N2GrWz9K9xZojW,Q165_1,-44.0,1_18_S,
R_5dW9uuSSmK2iAff,Q165_1,-81.0,1_18_S,
R_1cTk4JpFTveIkoz,Q165_1,-20.0,1_18_S,
R_6UW0Lrs0Xg0m5PN,Q165_1,39.0,1_18_S,
R_3tFLQZzQgMqNqW5,Q165_1,-6.0,1_18_S,
R_3uGD1JnZB7R76et,Q165_1,-43.0,1_18_S,
R_1lLczv84whbk80U,Q165_1,21.0,1_18_S,
R_1Id5qj62HUwiyBm,Q165_1,18.0,1_18_S,
R_1zfiymtsGq0Wgsp,Q165_1,44.0,1_18_S,
R_1dsJS0UUWqDvId3,Q165_1,23.0,1_18_S,
R_5hQ2E2VT84LrZSf,Q165_1,-55.0,1_18_S,
R_39bn3d5gFOxzYMr,Q165_1,-74.0,1_18_S,
R_3qoYnwai4eDTGkp,Q165_1,40.0,1_18_S,
R_5QFSUrEAbuWXQZ3,Q165_1,-13.0,1_18_S,
R_342jRMCUa8BrKAF,Q165_1,33.0,1_18_S,
R_3EgstgVxibvqfeh,Q165_1,21.0,1_18_S,
R_6gz8jeGkaIWjWUh,Q165_1,25.0,1_18_S,
R_6efcBElj6FCvBmV,Q141_1,43.0,1_21_O,
R_75rcpr2IJ8FQlt7,Q141_1,-1.0,1_21_O,
R_6ONTIhMg73HcsJO,Q141_1,16.0,1_21_O,
R_7PLFHJcP1sCHknL,Q141_1,-10.0,1_21_O,
R_5QgKsFptfykYF2a,Q141_1,41.0,1_21_O,
R_3rBtmvEFGlA2euY,Q141_1,5.0,1_21_O,
R_7YYzxAhoTh0JzDz,Q141_1,17.0,1_21_O,
R_5el6gvrcCYCt9gm,Q141_1,26.0,1_21_O,
R_1cS00YwPv0qYkwf,Q141_1,-17.0,1_21_O,
R_6CPHrtuj7SP8UUC,Q141_1,9.0,1_21_O,
R_5BQMO4HCVitDKDr,Q141_1,27.0,1_21_O,
