,response,trial_id,chord_index,chord_pleasantness,Symbol,Order,IC,Entropy,HarmonicFunction,SensoryDissonance,SpectralComplexity,SpectralCentroid
33096,R_7D5CyBlRpKaBWlr,4_35_O,9,-53.0,iv,3.0,4.720116756,4.682255939,diff,0.3898242262005806,1.47,1969.3876977539064
33097,R_7D5CyBlRpKaBWlr,4_35_O,10,89.0,V,3.0,4.664778917,4.734942755,diff,0.3690640394389629,1.25,1927.2862622070313
33098,R_7D5CyBlRpKaBWlr,4_35_S,-2,-1.0,,,,,,,,
33099,R_7D5CyBlRpKaBWlr,4_35_S,-1,-1.0,,,,,,,,
33100,R_7D5CyBlRpKaBWlr,4_35_S,0,-1.0,i,2.0,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
33101,R_7D5CyBlRpKaBWlr,4_35_S,1,-41.0,iv,3.0,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
33102,R_7D5CyBlRpKaBWlr,4_35_S,2,40.0,V,4.0,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
33103,R_7D5CyBlRpKaBWlr,4_35_S,3,-34.0,i,4.0,3.432483674,3.947102728,diff,0.3765027989447116,1.71,1908.3422619628907
33104,R_7D5CyBlRpKaBWlr,4_35_S,4,12.0,vio,4.0,7.811515321,3.932505807,diff,0.3629306843876839,1.48,1869.745457763672
33105,R_7D5CyBlRpKaBWlr,4_35_S,5,15.0,-VII,2.0,2.312795902,4.335385185,diff,0.3903460094332695,1.23,1942.270614013672
33106,R_7D5CyBlRpKaBWlr,4_35_S,6,-50.0,V,2.0,5.098812863,4.495762225,diff,0.3781192794442177,1.13,1954.2269213867187
33107,R_7D5CyBlRpKaBWlr,4_35_S,7,-27.0,I,2.0,3.165606751,4.77198276,diff,0.3845525294542312,1.63,1944.7201159667968
33108,R_7D5CyBlRpKaBWlr,4_35_S,8,-38.0,i,3.0,5.81737594,5.025000503,diff,0.3858138674497604,1.77,1892.1533410644531
33109,R_7D5CyBlRpKaBWlr,4_35_S,9,-61.0,iv,3.0,4.720116756,4.682255939,diff,0.3898236140608787,1.47,1969.3874536132812
33110,R_7D5CyBlRpKaBWlr,4_35_S,10,-61.0,V,3.0,4.664778917,4.734942755,diff,0.3690641249716282,1.25,1927.286121826172
33111,R_7D5CyBlRpKaBWlr,4_49_O,-2,,,,,,,,,
33112,R_7D5CyBlRpKaBWlr,4_49_O,-1,-1.0,,,,,,,,
33113,R_7D5CyBlRpKaBWlr,4_49_O,0,22.0,I,5.0,0.3450668093,1.696978119,same,0.3785075886547565,1.74,1842.3166845703124
33114,R_7D5CyBlRpKaBWlr,4_49_O,1,21.0,-VI,7.0,2.323673225,4.266611912,same,0.3783867783844471,1.26,1941.6742333984375
33115,R_7D5CyBlRpKaBWlr,4_49_O,2,43.0,-VII,7.0,0.5020633522,2.354202863,same,0.3851544147729873,1.33,1934.2890380859376
33116,R_7D5CyBlRpKaBWlr,4_49_O,3,30.0,I,5.0,0.3450668093,1.696978119,same,0.3781173285841941,1.69,1840.3567651367184
33117,R_7D5CyBlRpKaBWlr,4_49_O,4,30.0,I,10.0,2.170319996,4.05954959,same,0.3853097829222679,1.65,1852.411193847656
33118,R_7D5CyBlRpKaBWlr,4_49_O,5,30.0,I,10.0,2.250737931,4.287486681,same,0.3792465284466743,1.68,1833.711368408203
33119,R_7D5CyBlRpKaBWlr,4_49_O,6,-35.0,I,8.0,1.542819532,4.184440856,same,0.3756053230166435,1.7,1837.5607763671876
33120,R_7D5CyBlRpKaBWlr,4_49_O,7,20.0,-VII,6.0,4.701295322,4.005031643,same,0.3870491433143616,1.32,1932.2628063964844
33121,R_7D5CyBlRpKaBWlr,4_49_O,8,20.0,-VII,6.0,1.852367321,3.912732996,same,0.3858346223831176,1.38,1932.189560546875
33122,R_7D5CyBlRpKaBWlr,4_49_O,9,63.0,-VI,7.0,4.24507604,4.452533871,same,0.3807891164720058,1.23,1940.4977087402344
33123,R_7D5CyBlRpKaBWlr,4_49_O,10,63.0,-VI,4.0,1.002637896,3.53879054,same,0.3885153579711914,1.3,1938.7396057128904
33124,R_7D5CyBlRpKaBWlr,4_49_S,-2,-1.0,,,,,,,,
33125,R_7D5CyBlRpKaBWlr,4_49_S,-1,-1.0,,,,,,,,
33126,R_7D5CyBlRpKaBWlr,4_49_S,0,-1.0,I,5.0,0.3450668093,1.696978119,same,0.3785075886547565,1.74,1842.3166845703124
33127,R_7D5CyBlRpKaBWlr,4_49_S,1,-7.0,-VI,7.0,2.323673225,4.266611912,same,0.3783867783844471,1.26,1941.6742333984375
33128,R_7D5CyBlRpKaBWlr,4_49_S,2,-4.0,-VII,7.0,0.5020633522,2.354202863,same,0.3851544147729873,1.33,1934.2890380859376
33129,R_7D5CyBlRpKaBWlr,4_49_S,3,41.0,I,5.0,0.3450668093,1.696978119,same,0.3781173285841941,1.69,1840.3567651367184
33130,R_7D5CyBlRpKaBWlr,4_49_S,4,48.0,I,10.0,2.170319996,4.05954959,same,0.385309784412384,1.65,1852.4111975097655
33131,R_7D5CyBlRpKaBWlr,4_49_S,5,47.0,-VI,10.0,2.255062292,4.287486681,same,0.3896974700689316,1.19,1953.3404040527344
33132,R_7D5CyBlRpKaBWlr,4_49_S,6,-18.0,I,5.0,5.292330311,3.923152447,same,0.3728515572845935,1.7,1837.5513415527344
33133,R_7D5CyBlRpKaBWlr,4_49_S,7,12.0,-VII,4.0,4.810400995,4.897084731,same,0.3870486050844192,1.32,1932.2623596191409
33134,R_7D5CyBlRpKaBWlr,4_49_S,8,-32.0,-VII,3.0,5.092858995,3.458604879,same,0.3858349445462227,1.38,1932.1895935058592
33135,R_7D5CyBlRpKaBWlr,4_49_S,9,-19.0,-VI,3.0,4.472706127,5.115352172,same,0.3807892891764641,1.23,1940.4980151367188
33136,R_7D5CyBlRpKaBWlr,4_49_S,10,-18.0,-VI,4.0,1.941630698,4.576161896,same,0.3885612601041794,1.3,1938.74
33137,R_7D5CyBlRpKaBWlr,re1_25_O,-2,-1.0,,,,,,,,
33138,R_7D5CyBlRpKaBWlr,re1_25_O,-1,0.0,,,,,,,,
33139,R_7D5CyBlRpKaBWlr,re1_25_O,0,78.0,,,,,,,,
33140,R_7D5CyBlRpKaBWlr,re1_25_O,1,74.0,,,,,,,,
33141,R_7D5CyBlRpKaBWlr,re1_25_O,2,53.0,,,,,,,,
33142,R_7D5CyBlRpKaBWlr,re1_25_O,3,34.0,,,,,,,,
33143,R_7D5CyBlRpKaBWlr,re1_25_O,4,73.0,,,,,,,,
33144,R_7D5CyBlRpKaBWlr,re1_25_O,5,45.0,,,,,,,,
33145,R_7D5CyBlRpKaBWlr,re1_25_O,6,-60.0,,,,,,,,
33146,R_7D5CyBlRpKaBWlr,re1_25_O,7,-40.0,,,,,,,,
33147,R_7D5CyBlRpKaBWlr,re1_25_O,8,-63.0,,,,,,,,
33148,R_7D5CyBlRpKaBWlr,re1_25_O,9,54.0,,,,,,,,
33149,R_7D5CyBlRpKaBWlr,re1_25_O,10,29.0,,,,,,,,
33150,R_7D5CyBlRpKaBWlr,re2_40_S,-2,-1.0,,,,,,,,
33151,R_7D5CyBlRpKaBWlr,re2_40_S,-1,0.0,,,,,,,,
33152,R_7D5CyBlRpKaBWlr,re2_40_S,0,71.0,,,,,,,,
33153,R_7D5CyBlRpKaBWlr,re2_40_S,1,71.0,,,,,,,,
33154,R_7D5CyBlRpKaBWlr,re2_40_S,2,75.0,,,,,,,,
33155,R_7D5CyBlRpKaBWlr,re2_40_S,3,75.0,,,,,,,,
33156,R_7D5CyBlRpKaBWlr,re2_40_S,4,88.0,,,,,,,,
33157,R_7D5CyBlRpKaBWlr,re2_40_S,5,-78.0,,,,,,,,
33158,R_7D5CyBlRpKaBWlr,re2_40_S,6,-100.0,,,,,,,,
33159,R_7D5CyBlRpKaBWlr,re2_40_S,7,77.0,,,,,,,,
33160,R_7D5CyBlRpKaBWlr,re2_40_S,8,75.0,,,,,,,,
33161,R_7D5CyBlRpKaBWlr,re2_40_S,9,91.0,,,,,,,,
33162,R_7D5CyBlRpKaBWlr,re2_40_S,10,91.0,,,,,,,,
33163,R_7D5CyBlRpKaBWlr,re3_16_S,-2,,,,,,,,,
33164,R_7D5CyBlRpKaBWlr,re3_16_S,-1,,,,,,,,,
33165,R_7D5CyBlRpKaBWlr,re3_16_S,0,45.0,,,,,,,,
33166,R_7D5CyBlRpKaBWlr,re3_16_S,1,-57.0,,,,,,,,
33167,R_7D5CyBlRpKaBWlr,re3_16_S,2,-60.0,,,,,,,,
33168,R_7D5CyBlRpKaBWlr,re3_16_S,3,48.0,,,,,,,,
33169,R_7D5CyBlRpKaBWlr,re3_16_S,4,48.0,,,,,,,,
33170,R_7D5CyBlRpKaBWlr,re3_16_S,5,-32.0,,,,,,,,
33171,R_7D5CyBlRpKaBWlr,re3_16_S,6,-51.0,,,,,,,,
33172,R_7D5CyBlRpKaBWlr,re3_16_S,7,100.0,,,,,,,,
33173,R_7D5CyBlRpKaBWlr,re3_16_S,8,100.0,,,,,,,,
33174,R_7D5CyBlRpKaBWlr,re3_16_S,9,-48.0,,,,,,,,
33175,R_7D5CyBlRpKaBWlr,re3_16_S,10,-48.0,,,,,,,,
33176,R_7D5CyBlRpKaBWlr,re4_35_O,-2,-7.0,,,,,,,,
33177,R_7D5CyBlRpKaBWlr,re4_35_O,-1,-1.0,,,,,,,,
33178,R_7D5CyBlRpKaBWlr,re4_35_O,0,-64.0,,,,,,,,
33179,R_7D5CyBlRpKaBWlr,re4_35_O,1,-64.0,,,,,,,,
33180,R_7D5CyBlRpKaBWlr,re4_35_O,2,-20.0,,,,,,,,
33181,R_7D5CyBlRpKaBWlr,re4_35_O,3,-77.0,,,,,,,,
33182,R_7D5CyBlRpKaBWlr,re4_35_O,4,-100.0,,,,,,,,
33183,R_7D5CyBlRpKaBWlr,re4_35_O,5,-100.0,,,,,,,,
33184,R_7D5CyBlRpKaBWlr,re4_35_O,6,-66.0,,,,,,,,
33185,R_7D5CyBlRpKaBWlr,re4_35_O,7,73.0,,,,,,,,
33186,R_7D5CyBlRpKaBWlr,re4_35_O,8,-86.0,,,,,,,,
33187,R_7D5CyBlRpKaBWlr,re4_35_O,9,-60.0,,,,,,,,
33188,R_7D5CyBlRpKaBWlr,re4_35_O,10,81.0,,,,,,,,
33189,R_7EF8PNVXUB7CZPz,2_40_S,-2,55.0,,,,,,,,
33190,R_7EF8PNVXUB7CZPz,2_40_S,-1,55.0,,,,,,,,
33191,R_7EF8PNVXUB7CZPz,2_40_S,0,55.0,I,6.0,2.286661151,4.613582186,diff,0.358775620162487,1.53,1954.3548962402344
33192,R_7EF8PNVXUB7CZPz,2_40_S,1,55.0,IV,7.0,2.402621205,4.730148204,diff,0.3973574540019035,1.87,1936.1495825195311
33193,R_7EF8PNVXUB7CZPz,2_40_S,2,55.0,V,8.0,1.120797348,3.191823123,diff,0.3953138738870621,1.27,1948.4110571289064
33194,R_7EF8PNVXUB7CZPz,2_40_S,3,55.0,I,9.0,1.234271396,3.674196161,diff,0.3585298506915569,1.54,1953.4761901855468
33195,R_7EF8PNVXUB7CZPz,2_40_S,4,55.0,IV,10.0,3.045116967,4.834656079,diff,0.3946036465466022,1.82,1936.8656091308592
33196,R_7EF8PNVXUB7CZPz,2_40_S,5,55.0,-ii,10.0,10.66762064,1.54376757,diff,0.3825821760296821,1.67,1886.720284423828
33197,R_7EF8PNVXUB7CZPz,2_40_S,6,55.0,vi,1.0,6.352070348,5.106758281,diff,0.3776340809464454,1.75,1894.120125732422
33198,R_7EF8PNVXUB7CZPz,2_40_S,7,55.0,I,1.0,5.12423554,5.459869194,diff,0.3717134457826614,1.48,1970.1362231445312
33199,R_7EF8PNVXUB7CZPz,2_40_S,8,55.0,IV,2.0,3.697211431,5.236700113,diff,0.3873882690072059,1.75,1925.1331762695313
33200,R_7EF8PNVXUB7CZPz,2_40_S,9,55.0,V,3.0,3.892633351,5.18115641,diff,0.3897390106320381,1.22,1940.267596435547
33201,R_7EF8PNVXUB7CZPz,2_40_S,10,55.0,I,4.0,2.715116517,4.893784162,diff,0.3680688449740409,1.48,1970.5666259765624
33202,R_7EF8PNVXUB7CZPz,4_31_S,-2,,,,,,,,,
33203,R_7EF8PNVXUB7CZPz,4_31_S,-1,31.0,,,,,,,,
33204,R_7EF8PNVXUB7CZPz,4_31_S,0,31.0,I,4.0,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
33205,R_7EF8PNVXUB7CZPz,4_31_S,1,31.0,vi,5.0,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
33206,R_7EF8PNVXUB7CZPz,4_31_S,2,31.0,ii,5.0,5.431792878,3.763483588,diff,0.3607216557860374,1.08,1944.8450842285156
33207,R_7EF8PNVXUB7CZPz,4_31_S,3,31.0,-VII,3.0,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
33208,R_7EF8PNVXUB7CZPz,4_31_S,4,31.0,V,4.0,1.705028421,4.394560025,diff,0.3864912307262421,1.64,1852.3213037109376
33209,R_7EF8PNVXUB7CZPz,4_31_S,5,31.0,V,5.0,2.632351297,4.782914937,diff,0.3792459747195243,1.68,1833.7110632324216
33210,R_7EF8PNVXUB7CZPz,4_31_S,6,31.0,-VII,5.0,5.513760699,3.433887756,diff,0.3643470253050327,1.1,1944.6219580078125
33211,R_7EF8PNVXUB7CZPz,4_31_S,7,31.0,I,4.0,2.968177539,4.705895125,diff,0.3930722936987877,1.59,1906.638896484375
33212,R_7EF8PNVXUB7CZPz,4_31_S,8,31.0,I,5.0,1.722462728,4.37962809,diff,0.3788886219263077,1.65,1900.568778076172
33213,R_7EF8PNVXUB7CZPz,4_31_S,9,31.0,I,5.0,3.984414306,4.42463311,diff,0.3789454232156277,1.69,1895.8002221679687
33214,R_7EF8PNVXUB7CZPz,4_31_S,10,31.0,I,5.0,1.988073349,4.738395637,diff,0.3850281375646591,1.61,1904.4252099609375
33215,R_7Fg1XuwBBdNO5lH,1_18_O,-2,,,,,,,,,
33216,R_7Fg1XuwBBdNO5lH,1_18_O,-1,,,,,,,,,
33217,R_7Fg1XuwBBdNO5lH,1_18_O,0,,V,3.0,2.882847017,4.422646591,diff,0.386519546508789,1.3,1931.1542346191409
33218,R_7Fg1XuwBBdNO5lH,1_18_O,1,7.0,II,4.0,5.428882434,4.701666993,diff,0.3812619271874428,1.66,1891.4213671875
33219,R_7Fg1XuwBBdNO5lH,1_18_O,2,8.0,iii,3.0,6.315658578,4.582834969,diff,0.3682813675701618,1.12,1957.6664782714845
33220,R_7Fg1XuwBBdNO5lH,1_18_O,3,8.0,#io,2.0,7.349195773,3.883150504,diff,0.3645215697586536,1.38,1902.894599609375
33221,R_7Fg1XuwBBdNO5lH,1_18_O,4,-31.0,ii,2.0,1.137883918,3.507431803,diff,0.3807367911934852,1.63,1889.366550292969
33222,R_7Fg1XuwBBdNO5lH,1_18_O,5,38.0,#io,3.0,7.790566478,4.12006539,diff,0.3664886778593063,1.35,1922.440411376953
33223,R_7Fg1XuwBBdNO5lH,1_18_O,6,38.0,ii,1.0,2.740837217,4.526591739,diff,0.3864492177963257,1.52,1893.2779040527344
33224,R_7Fg1XuwBBdNO5lH,1_18_O,7,38.0,ii,2.0,3.165036417,4.816686399,diff,0.378655734360218,1.62,1890.6687109375
33225,R_7Fg1XuwBBdNO5lH,1_18_O,8,-25.0,V,3.0,4.120804858,4.445939184,diff,0.3891844019293785,1.44,1937.140382080078
33226,R_7Fg1XuwBBdNO5lH,1_18_O,9,-25.0,V,3.0,2.574061123,4.253003081,diff,0.3855892336368561,1.3,1931.7840051269532
33227,R_7Fg1XuwBBdNO5lH,1_18_O,10,-25.0,iii,4.0,4.814689029,4.100789225,diff,0.3652399754524231,1.1,1950.872293701172
33228,R_7Fg1XuwBBdNO5lH,1_18_S,-2,,,,,,,,,
33229,R_7Fg1XuwBBdNO5lH,1_18_S,-1,,,,,,,,,
33230,R_7Fg1XuwBBdNO5lH,1_18_S,0,,V,3.0,2.882847017,4.422646591,diff,0.386519546508789,1.3,1931.1542346191409
33231,R_7Fg1XuwBBdNO5lH,1_18_S,1,21.0,II,4.0,5.428882434,4.701666993,diff,0.3812619271874428,1.66,1891.4213671875
33232,R_7Fg1XuwBBdNO5lH,1_18_S,2,21.0,iii,3.0,6.315658578,4.582834969,diff,0.3682813675701618,1.12,1957.6664782714845
33233,R_7Fg1XuwBBdNO5lH,1_18_S,3,55.0,#io,2.0,7.349195773,3.883150504,diff,0.3645215697586536,1.38,1902.894599609375
33234,R_7Fg1XuwBBdNO5lH,1_18_S,4,-54.0,ii,2.0,1.137883918,3.507431803,diff,0.3807367911934852,1.63,1889.3665405273437
33235,R_7Fg1XuwBBdNO5lH,1_18_S,5,-75.0,V+,3.0,7.790566478,4.12006539,diff,0.3721323308348656,1.27,1903.007176513672
33236,R_7Fg1XuwBBdNO5lH,1_18_S,6,-10.0,ii,1.0,6.236044368,4.732960528,diff,0.3844589921832084,1.52,1893.194873046875
33237,R_7Fg1XuwBBdNO5lH,1_18_S,7,7.0,ii,1.0,4.36312273,5.120787058,diff,0.3786552512645721,1.62,1890.668504638672
33238,R_7Fg1XuwBBdNO5lH,1_18_S,8,7.0,V,2.0,3.771258154,4.976862111,diff,0.3891842862963676,1.44,1937.1403271484376
33239,R_7Fg1XuwBBdNO5lH,1_18_S,9,7.0,V,3.0,2.574061123,4.253003081,diff,0.3855894693732262,1.3,1931.7835949707032
33240,R_7Fg1XuwBBdNO5lH,1_18_S,10,-8.0,iii,4.0,4.814689029,4.100789225,diff,0.3652380834519863,1.1,1950.8722143554687
33241,R_7Fg1XuwBBdNO5lH,1_29_O,-2,,,,,,,,,
33242,R_7Fg1XuwBBdNO5lH,1_29_O,-1,,,,,,,,,
33243,R_7Fg1XuwBBdNO5lH,1_29_O,0,,iv,2.0,3.432598208,4.623874122,diff,0.3957472711801529,1.4,1895.9316064453128
33244,R_7Fg1XuwBBdNO5lH,1_29_O,1,-33.0,-III,3.0,4.953294563,4.515126098,diff,0.38636608466506,1.29,1934.267550048828
33245,R_7Fg1XuwBBdNO5lH,1_29_O,2,-39.0,-vii,3.0,6.614425345,4.908530818,diff,0.389373485147953,1.69,1902.256767578125
33246,R_7Fg1XuwBBdNO5lH,1_29_O,3,-39.0,I,2.0,5.711208121,3.387914115,diff,0.3690587742626667,1.08,1936.807834472656
33247,R_7Fg1XuwBBdNO5lH,1_29_O,4,-46.0,I,2.0,4.943615725,4.959501598,diff,0.3722437232732772,1.12,1954.6577026367188
33248,R_7Fg1XuwBBdNO5lH,1_29_O,5,63.0,#I,2.0,6.849432623,5.154036744,diff,0.3864131146669388,1.23,1944.1152075195312
33249,R_7Fg1XuwBBdNO5lH,1_29_O,6,63.0,#I,2.0,1.222838547,3.676792711,diff,0.3808078619837761,1.14,1953.1410974121093
33250,R_7Fg1XuwBBdNO5lH,1_29_O,7,-33.0,II,3.0,1.008227553,3.130202718,diff,0.3939510124921799,1.84,1934.514197998047
33251,R_7Fg1XuwBBdNO5lH,1_29_O,8,-33.0,II,2.0,1.23723238,3.899986672,diff,0.3924323831498623,1.6,1923.6917407226565
33252,R_7Fg1XuwBBdNO5lH,1_29_O,9,-33.0,#II,4.0,8.148955951,4.197098172,diff,0.3831734788417816,1.32,1933.620574951172
33253,R_7Fg1XuwBBdNO5lH,1_29_O,10,-33.0,#II,0.0,6.713522181,5.101330561,diff,0.3848696619272232,1.33,1932.7353112792969
33254,R_7Fg1XuwBBdNO5lH,1_29_S,-2,,,,,,,,,
33255,R_7Fg1XuwBBdNO5lH,1_29_S,-1,,,,,,,,,
33256,R_7Fg1XuwBBdNO5lH,1_29_S,0,,iv,2.0,3.432598208,4.623874122,diff,0.3957472711801529,1.4,1895.9316064453128
33257,R_7Fg1XuwBBdNO5lH,1_29_S,1,,-III,3.0,4.953294563,4.515126098,diff,0.38636608466506,1.29,1934.267550048828
33258,R_7Fg1XuwBBdNO5lH,1_29_S,2,-21.0,-vii,3.0,6.614425345,4.908530818,diff,0.389373485147953,1.69,1902.256767578125
33259,R_7Fg1XuwBBdNO5lH,1_29_S,3,-21.0,I,2.0,5.711208121,3.387914115,diff,0.3690587742626667,1.08,1936.807834472656
33260,R_7Fg1XuwBBdNO5lH,1_29_S,4,-25.0,I,2.0,4.943615725,4.959501598,diff,0.3722437232732772,1.12,1954.6576916503907
33261,R_7Fg1XuwBBdNO5lH,1_29_S,5,-92.0,ivo,2.0,6.849432623,5.154036744,diff,0.3991648709774017,1.62,1863.3330102539064
33262,R_7Fg1XuwBBdNO5lH,1_29_S,6,-92.0,#I,2.0,7.219987207,4.167272574,diff,0.3815053048729896,1.14,1953.1887060546876
33263,R_7Fg1XuwBBdNO5lH,1_29_S,7,-92.0,II,1.0,3.160945809,4.693772279,diff,0.3939505486190319,1.84,1934.5139196777343
33264,R_7Fg1XuwBBdNO5lH,1_29_S,8,-69.0,II,2.0,1.23723238,3.899986672,diff,0.3924320730566978,1.6,1923.6915478515623
33265,R_7Fg1XuwBBdNO5lH,1_29_S,9,-87.0,#II,3.0,7.819428413,4.710131505,diff,0.3831732375919819,1.32,1933.6203552246093
33266,R_7Fg1XuwBBdNO5lH,1_29_S,10,-87.0,#II,0.0,6.713522181,5.101330561,diff,0.3848688361048698,1.33,1932.735382080078
33267,R_7Fg1XuwBBdNO5lH,4_31_O,-2,,,,,,,,,
33268,R_7Fg1XuwBBdNO5lH,4_31_O,-1,,,,,,,,,
33269,R_7Fg1XuwBBdNO5lH,4_31_O,0,,I,4.0,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
33270,R_7Fg1XuwBBdNO5lH,4_31_O,1,7.0,vi,5.0,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
33271,R_7Fg1XuwBBdNO5lH,4_31_O,2,7.0,ii,5.0,5.431792878,3.763483588,diff,0.3607216557860374,1.08,1944.8450842285156
33272,R_7Fg1XuwBBdNO5lH,4_31_O,3,7.0,-VII,3.0,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
33273,R_7Fg1XuwBBdNO5lH,4_31_O,4,7.0,V,4.0,1.705028421,4.394560025,diff,0.3864912310242653,1.64,1852.321300048828
33274,R_7Fg1XuwBBdNO5lH,4_31_O,5,7.0,I,5.0,2.635198165,4.782914937,diff,0.3794443130493164,1.65,1901.1139440917968
33275,R_7Fg1XuwBBdNO5lH,4_31_O,6,7.0,-VII,5.0,7.34114219,2.485680533,diff,0.3668601439893246,1.1,1944.596864013672
33276,R_7Fg1XuwBBdNO5lH,4_31_O,7,7.0,I,3.0,2.950977038,4.797095822,diff,0.3930721458792686,1.59,1906.638643798828
33277,R_7Fg1XuwBBdNO5lH,4_31_O,8,14.0,I,4.0,3.250998351,4.95626648,diff,0.3788878427445888,1.65,1900.5688037109376
33278,R_7Fg1XuwBBdNO5lH,4_31_O,9,14.0,I,5.0,2.611020542,4.786421378,diff,0.3790624362230301,1.69,1895.8002221679687
33279,R_7Fg1XuwBBdNO5lH,4_31_O,10,14.0,I,6.0,1.645447386,4.370179495,diff,0.3850282394886017,1.61,1904.424873046875
33280,R_7Fg1XuwBBdNO5lH,4_31_S,-2,,,,,,,,,
33281,R_7Fg1XuwBBdNO5lH,4_31_S,-1,,,,,,,,,
33282,R_7Fg1XuwBBdNO5lH,4_31_S,0,,I,4.0,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
33283,R_7Fg1XuwBBdNO5lH,4_31_S,1,,vi,5.0,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
33284,R_7Fg1XuwBBdNO5lH,4_31_S,2,-35.0,ii,5.0,5.431792878,3.763483588,diff,0.3607216557860374,1.08,1944.8450842285156
33285,R_7Fg1XuwBBdNO5lH,4_31_S,3,-35.0,-VII,3.0,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
33286,R_7Fg1XuwBBdNO5lH,4_31_S,4,-35.0,V,4.0,1.705028421,4.394560025,diff,0.3864912307262421,1.64,1852.3213037109376
33287,R_7Fg1XuwBBdNO5lH,4_31_S,5,-17.0,V,5.0,2.632351297,4.782914937,diff,0.3792459747195243,1.68,1833.7110632324216
33288,R_7Fg1XuwBBdNO5lH,4_31_S,6,7.0,-VII,5.0,5.513760699,3.433887756,diff,0.3643470253050327,1.1,1944.6219580078125
33289,R_7Fg1XuwBBdNO5lH,4_31_S,7,7.0,I,4.0,2.968177539,4.705895125,diff,0.3930722936987877,1.59,1906.638896484375
33290,R_7Fg1XuwBBdNO5lH,4_31_S,8,7.0,I,5.0,1.722462728,4.37962809,diff,0.3788886219263077,1.65,1900.568778076172
33291,R_7Fg1XuwBBdNO5lH,4_31_S,9,-29.0,I,5.0,3.984414306,4.42463311,diff,0.3789454232156277,1.69,1895.8002221679687
33292,R_7Fg1XuwBBdNO5lH,4_31_S,10,-29.0,I,5.0,1.988073349,4.738395637,diff,0.3850281375646591,1.61,1904.4252099609375
33293,R_7Fg1XuwBBdNO5lH,4_35_O,-2,,,,,,,,,
33294,R_7Fg1XuwBBdNO5lH,4_35_O,-1,,,,,,,,,
33295,R_7Fg1XuwBBdNO5lH,4_35_O,0,,i,2.0,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
33296,R_7Fg1XuwBBdNO5lH,4_35_O,1,-39.0,iv,3.0,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
33297,R_7Fg1XuwBBdNO5lH,4_35_O,2,36.0,V,4.0,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
33298,R_7Fg1XuwBBdNO5lH,4_35_O,3,16.0,i,4.0,3.432483674,3.947102728,diff,0.3765027989447116,1.71,1908.3422619628907
33299,R_7Fg1XuwBBdNO5lH,4_35_O,4,16.0,vio,4.0,7.811515321,3.932505807,diff,0.3629306855797767,1.48,1869.745458984375
33300,R_7Fg1XuwBBdNO5lH,4_35_O,5,41.0,iv,2.0,2.309803886,4.335385185,diff,0.3902218562364578,1.47,1962.1401110839845
33301,R_7Fg1XuwBBdNO5lH,4_35_O,6,-31.0,V,2.0,5.373126112,4.165129289,diff,0.3772104722261429,1.13,1954.3142578125
33302,R_7Fg1XuwBBdNO5lH,4_35_O,7,-31.0,I,2.0,3.445830252,4.94092735,diff,0.3845519065856934,1.63,1944.7198376464844
33303,R_7Fg1XuwBBdNO5lH,4_35_O,8,-31.0,i,3.0,5.721860896,5.049576881,diff,0.38581378236413,1.77,1892.1534924316409
33304,R_7Fg1XuwBBdNO5lH,4_35_O,9,-45.0,iv,3.0,4.720116756,4.682255939,diff,0.3898242262005806,1.47,1969.3876977539064
33305,R_7Fg1XuwBBdNO5lH,4_35_O,10,18.0,V,3.0,4.664778917,4.734942755,diff,0.3690640394389629,1.25,1927.2862622070313
33306,R_7Fg1XuwBBdNO5lH,4_35_S,-2,,,,,,,,,
33307,R_7Fg1XuwBBdNO5lH,4_35_S,-1,,,,,,,,,
33308,R_7Fg1XuwBBdNO5lH,4_35_S,0,-14.0,i,2.0,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
33309,R_7Fg1XuwBBdNO5lH,4_35_S,1,-14.0,iv,3.0,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
33310,R_7Fg1XuwBBdNO5lH,4_35_S,2,-4.0,V,4.0,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
33311,R_7Fg1XuwBBdNO5lH,4_35_S,3,-47.0,i,4.0,3.432483674,3.947102728,diff,0.3765027989447116,1.71,1908.3422619628907
